164,Anxiety and Enlarged or swollen glands,Urologic,t
165,Anxiety and Fever,Urologic,t
166,Anxiety and Flashbacks,Urologic,t
167,Anxiety and Floating spots or strings in vision,None,t
168,Anxiety and Hallucinations,None,t
169,Anxiety and Hearing loss,None,t
170,Anxiety and Impulsive behavior,None,t
171,Anxiety and Joint pain,None,t
172,Anxiety and Lightheadedness,None,t
173,Anxiety and Missed or late menstrual period,None,t
174,Anxiety and Muscle twitching (painless),None,t
175,Anxiety and Nasal congestion,None,t
176,Anxiety and Nosebleed,None,t
177,Anxiety and Personality changes,None,t
178,Anxiety and Poor concentration,None,t
179,Anxiety and Restless (tossing and turning) sleep,None,t
180,Anxiety and Ringing in ears,None,t
181,Anxiety and Runny nose,None,t
182,Anxiety and Seizures (uncontrollable jerking of limbs),None,t
183,Anxiety and Sensitive to light,None,t
184,Anxiety and Shortness of breath,None,t
185,Anxiety and Skin rash,None,t
186,Anxiety and Sore throat,None,t
187,Anxiety and Spinning sensation,None,t
188,Anxiety and Swelling,None,t
189,Anxiety and Unusual behavior,None,t
190,"Anxiety, Apathy, Blank stare (Eyes) and Blank stare (Face)",None,t
191,"Anxiety, Apathy, Blank stare and Blurred vision",None,t
192,"Anxiety, Apathy, Body aches or pains and Decreased appetite",None,t
193,"Anxiety, Apathy, Bruising or discoloration and Depressed mood",None,t
194,"Anxiety, Apathy, Bulging veins (Arm) and Bulging veins (Leg)",None,t
195,"Anxiety, Apathy, Change in hair texture and Dry skin",None,t
196,"Anxiety, Apathy, Feeling of being detached from reality and Feeling smothered",None,t
197,"Anxiety, Bad breath, Bad taste in mouth and Bald spots (hair)",None,t
198,"Anxiety, Bad breath, Bad taste in mouth and Blackouts (memory time loss)",None,t
199,"Anxiety, Bad breath, Choking and Coated or furry tongue",None,t
200,"Anxiety, Bad breath, Cloudy urine with strong odor and Coated or furry tongue",None,t
201,"Anxiety, Bad taste in mouth, Belching and Bloating or fullness",None,t
202,"Anxiety, Bad taste in mouth, Blank stare and Blinking eyes",None,t
203,"Anxiety, Bad taste in mouth, Bleeding gums and Bloating or fullness",None,t
204,"Anxiety, Bad taste in mouth, Difficulty swallowing and Dry eyes",None,t
205,"Anxiety, Bald spots (hair), Binge drinking (alcohol) and Binge eating",None,t
206,"Anxiety, Belching, Bleeding gums and Change in bowel habits",None,t
207,"Anxiety, Belching, Bloating or fullness and Cloudy urine with strong odor",None,t
208,"Anxiety, Belching, Bloating or fullness and Depressed mood",None,t
209,"Anxiety, Binge drinking (alcohol), Blurred vision and Chills",None,t
210,"Anxiety, Black (tar) colored stools, Bleeding and Bloating or fullness",None,t
211,"Anxiety, Black (tar) colored stools, Bleeding and Blood in toilet",None,t
212,"Anxiety, Blackouts (memory time loss), Blank stare and Cloudy vision",None,t
214,"Anxiety, Blackouts (memory time loss), Blue colored lips and Body aches or pains",None,t
215,"Anxiety, Blackouts (memory time loss), Confusion and Depressed mood",None,t
216,"Anxiety, Blackouts (memory time loss), Fits of rage and Forgetfulness",None,t
217,"Anxiety, Blank stare (Eyes), Blank stare (Face) and Blurred vision",None,t
218,"Anxiety, Blank stare, Blurred vision and Confusion",None,t
219,"Anxiety, Blank stare, Blurred vision and Headache",None,t
220,"Anxiety, Blank stare, Confusion and Depressed mood",None,t
221,"Anxiety, Bleeding gums, Blind spot in vision and Blurred vision",None,t
222,"Anxiety, Bleeding gums, Bloating or fullness and Blue colored skin",None,t
223,"Anxiety, Bleeding gums, Depressed mood and Difficulty falling asleep",None,t
224,"Anxiety, Blind spot in vision, Blue colored skin and Blurred vision",None,t
225,"Anxiety, Blind spot in vision, Change in vision and Decreased night vision",None,t
226,"Anxiety, Bloating or fullness and Nausea or vomiting",None,t
227,"Anxiety, Bloating or fullness, Blood on toilet tissue and Brittle hair",None,t
228,"Anxiety, Bloating or fullness, Confusion and Distended stomach",None,t
229,"Anxiety, Bloating or fullness, Constipation and Depressed mood",None,t
230,"Anxiety, Bloating or fullness, Difficulty falling asleep and Difficulty sleeping",None,t
231,"Anxiety, Bloating or fullness, Early morning waking and Frequent bowel movements",None,t
232,"Anxiety, Bloating or fullness, Increased passing gas and Pain or discomfort",None,t
233,"Anxiety, Blood in toilet, Blood on stool surface and Blood on toilet tissue",None,t
234,"Anxiety, Blood on stool surface, Blood on toilet tissue and Depressed mood",None,t
235,"Anxiety, Bloody or red colored vomit, Color change and Difficulty finding words",None,t
236,"Anxiety, Blurred vision, Change in vision and Confusion",None,t
237,"Anxiety, Blurred vision, Chills and Confusion",None,t
238,"Anxiety, Blurred vision, Cloudy vision and Depressed mood",None,t
239,"Anxiety, Blurred vision, Difficulty concentrating and Eye irritation",None,t
240,"Anxiety, Blurred vision, Dizziness and Drowsiness",None,t
241,"Anxiety, Blurred vision, Enlarged or swollen glands and Frequent squinting",None,t
242,"Anxiety, Blurred vision, Frequent squinting and Headache",None,t
243,"Anxiety, Body aches or pains, Bulging veins and Change in bowel habits",None,t
244,"Anxiety, Body aches or pains, Chills and Cold hands",None,t
245,"Anxiety, Body aches or pains, Chills and Depressed mood",None,t
246,"Anxiety, Body aches or pains, Easy bruising and Fatigue",None,t
247,"Anxiety, Bruising or discoloration, Cold feet and Cold hands",None,t
248,"Anxiety, Chills, Dizziness and Excessive crying",None,t
249,"Anxiety, Chills, Excessive sweating and Fatigue",None,t
250,"Anxiety, Choking on food, Cough and Depressed mood",None,t
251,"Anxiety, Cloudy urine with strong odor, Confusion and Difficulty sleeping",None,t
252,"Anxiety, Cloudy vision, Confusion and Discharge or mucus in eyes",None,t
253,"Anxiety, Coarse hair, Depressed mood and Dry skin",None,t
254,"Anxiety, Cold feet, Cold hands and Difficulty concentrating",None,t
255,"Anxiety, Cold feet, Excessive sweating and Flushed skin",None,t
256,"Anxiety, Cold hands, Difficulty finding words and Flaking skin",None,t
257,"Anxiety, Compulsive behavior, Craving to eat ice, dirt or paper and Delusions",None,t
258,"Anxiety, Confusion, Crying during sleep and Delusions",None,t
259,"Anxiety, Confusion, Crying during sleep and Excessive crying",None,t
260,"Anxiety, Confusion, Depressed mood and Numbness or tingling",None,t
261,"Anxiety, Confusion, Difficulty concentrating and Feeling detached from reality",None,t
262,"Anxiety, Confusion, Difficulty sleeping and Early morning waking",None,t
263,"Anxiety, Confusion, Drooping eyelid and Drooping of one side of face",None,t
264,"Anxiety, Confusion, Forgetfulness and Frightening thoughts",None,t
265,"Anxiety, Constipation, Foul smelling stools and Frightening thoughts",None,t
266,"Anxiety, Cough, Depressed mood and Disorientation",None,t
267,"Anxiety, Cough, Dizziness and Fainting",None,t
268,"Anxiety, Craving to eat ice and dirt or paper",None,t
269,"Anxiety, Crying during sleep, Depressed mood and Difficult to wake up",None,t
270,"Anxiety, Decreased appetite, Diarrhea and Difficulty sleeping",None,t
271,"Anxiety, Delusions, Fever and Frightening dreams",None,t
272,"Anxiety, Depressed mood and Muscle cramps or spasms (painful)",None,t
273,"Anxiety, Depressed mood, Emotional detachment and Fits of rage",None,t
274,"Anxiety, Depressed mood, Fits of rage and Forgetfulness",None,t
275,"Anxiety, Depressed mood, Flashbacks and Hallucinations",None,t
276,"Anxiety, Depressed mood, Frequent urge to urinate and Frequent urination",None,t
277,"Anxiety, Depressed mood, Frightening thoughts and Nasal congestion",None,t
278,"Anxiety, Depressed mood, Gritty or scratchy eyes and Itching or burning",None,t
279,"Anxiety, Depressed mood, Headache and Mood swings",None,t
280,"Anxiety, Depressed mood, Increased passing gas and Lack of emotion",None,t
281,"Anxiety, Depressed mood, Joint pain (Wrist) and Joint pain (Knee (patella))",None,t
282,"Anxiety, Difficulty concentrating and Slow thinking",None,t
283,"Anxiety, Difficulty falling asleep, Fatigue, Rapid heart rate",None,t
284,"Anxiety, Difficulty finding words, Emotional detachment and Flashbacks",None,t
285,"Anxiety, Difficulty finding words, Forgetfulness and Headache (worst ever)",None,t
286,"Anxiety, Difficulty sleeping, Enlarged (dilated) pupils and Fainting",None,t
287,"Anxiety, Difficulty staying awake during day, Drowsiness and Frightening dreams",None,t
288,"Anxiety, Difficulty swallowing, Enlarged or swollen glands and Headache",None,t
289,"Anxiety, Dizziness, Ear ache and Feeling smothered",None,t
290,"Anxiety, Drinking excessive fluids, Emotional detachment and Hearing loss",None,t
291,"Anxiety, Drinking excessive fluids, Emotional detachment and Increased thirst",None,t
292,"Anxiety, Drowsiness, Headache and Jerking eye movements",None,t
293,"Anxiety, Drowsiness, Hearing loss and Hoarse voice",None,t
294,"Anxiety, Dry eyes, Headache (worst ever) and Pain or discomfort",None,t
295,"Anxiety, Ear ache, Easily distracted and Forgetfulness",None,t
296,"Anxiety, Early morning waking, Fatigue and Fits of rage",None,t
297,"Anxiety, Early morning waking, Headache and Heartburn",None,t
298,"Anxiety, Easy bruising, Fatigue and Jumpiness or easily startled",None,t
299,"Anxiety, Emotional detachment, Lack of emotion and Lack of motivation",None,t
300,"Anxiety, Erectile dysfunction, Frequent urge to urinate and Frequent urination",None,t
301,"Anxiety, Fatigue, Headache and Irregular menstrual periods",None,t
302,"Anxiety, Fearful, Hunched or stooped posture and Nervousness",None,t
303,"Anxiety, Fever and Pain or discomfort",None,t
304,"Anxiety, Headache and Sense of impending doom",None,t
305,"Anxiety, Headache, Itching or burning and Lack of emotion",None,t
306,"Anxiety, Headache, Memory problems and Poor concentration",None,t
307,"Anxiety, Involuntary movements",None,t
308,"Anxiety, Restless (tossing, turning) sleep and Sadness",None,t
309,Aortic Dissection,None,t
310,Aortic Stenosis,None,t
311,Aortic Valve Stenosis ,None,t
312,apathy,None,t
313,Apathy,None,t
314,Apathy and Mood swings,None,t
315,Apathy and Muscle cramps or spasms (painful),None,t
316,"Apathy, Bad taste in mouth, Body aches or pains and Chills",None,t
317,"Apathy, Bad taste in mouth, Chills and Cloudy urine with strong odor",None,t
318,"Apathy, Bad taste in mouth, Chills and Cold feet",None,t
319,"Apathy, Blackouts (memory time loss), Blind spot in vision and Blurred vision",None,t
320,"Apathy, Bloating or fullness, Distended stomach and Ear ache",None,t
321,"Apathy, Depressed mood, Emotional detachment and Fits of rage",None,t
322,"Apathy, Difficult to wake from sleep, Emotional detachment and Lack of emotion",None,t
323,"Apathy, Disorientation, Emotional detachment and Frightening dreams",None,t
324,"Apathy, Emotional detachment and Lack of emotion",None,t
325,Aphasia,None,t
326,Aphasia (Loss of Speech),None,t
327,aphasia and apraxia,None,t
328,apnea and hypopnea,None,t
329,Appendicitis,None,t
330,apraxia,None,t
331,Arachnoiditis,None,t
332,ARDS ,None,t
333,Arm Pain,None,t
334,Arm pain and Joint pain,None,t
335,"Arm pain, Fatigue and Weakness",None,t
336,"Arm pain, Inability to move, Numbness or tingling, numbness on one side of body",None,t
337,"Arm pain, Joint pain and Lump or bulge",None,t
338,"Arm pain, Pain and Unable to move arm",None,t
339,arrhythmia,None,t
340,Arrhythmia,None,t
341,Arteriovenous Malformation,None,t
342,arthralgia,None,t
343,Arthritis,None,t
344,Ascites ,None,t
345,Aseptic Necrosis ,None,t
346,Asperger's Syndrome ,None,t
347,asthenia,None,t
348,Asthenopia ,None,t
349,Asthma,None,t
350,Astigmatism,None,t
351,ataxia,None,t
352,Ataxia ,None,t
353,athetosis,None,t
354,Athlete's Foot,None,t
355,Atopic Dermatitis,None,t
356,Atrial fibrillation (Afib),None,t
357,Atrial Flutter ,None,t
358,Attention Deficit (Inattention),None,t
359,Auditory Processing Disorder,None,t
360,Autism,None,t
361,Avian Influenza (Bird Flu (Avian Influenza)),None,t
362,back pain,None,t
363,Back Pain,None,t
364,Bacterial Vaginosis,None,t
365,Bad Breath,None,t
366,Bad breath and Belching,None,t
367,Bad breath and Ear ache,None,t
368,Bad breath and Fruity odor on breath,None,t
369,Bad breath and Grinding teeth,None,t
370,Bad breath and Increased thirst,None,t
371,Bad breath and Metallic taste in mouth,None,t
372,Bad breath and Nausea or vomiting,None,t
373,Bad breath and Sore throat,None,t
374,Bad breath and Sore tongue,None,t
375,Bad breath and Swollen tonsils,None,t
376,Bad breath and White patches on tongue,None,t
377,"Bad breath, Bad taste in mouth and Cough",None,t
378,"Bad breath, Bad taste in mouth and Difficulty swallowing",None,t
379,"Bad breath, Bad taste in mouth and Hoarse voice",None,t
380,"Bad breath, Bad taste in mouth and Numbness or tingling",None,t
381,"Bad breath, Bad taste in mouth and Sore throat",None,t
382,"Bad breath, Bad taste in mouth, Belching and Bloating or fullness",None,t
383,"Bad breath, Bad taste in mouth, Belching and Cloudy urine with strong odor",None,t
384,"Bad breath, Bad taste in mouth, Belching and Diarrhea",None,t
385,"Bad breath, Bad taste in mouth, Black (tar) colored stools and Bleeding",None,t
386,"Bad breath, Bad taste in mouth, Blank stare and Blinking eyes",None,t
387,"Bad breath, Bad taste in mouth, Bleeding gums and Cloudy urine with strong odor",None,t
388,"Bad breath, Bad taste in mouth, Bloating or fullness and Distended stomach",None,t
389,"Bad breath, Bad taste in mouth, Bloating or fullness and Joint pain",None,t
390,"Bad breath, Bad taste in mouth, Chills and Cold feet",None,t
391,"Bad breath, Bad taste in mouth, Constipation and Distended stomach",None,t
392,"Bad breath, Bad taste in mouth, Decreased appetite and Depressed mood",None,t
393,"Bad breath, Bad taste in mouth, Difficulty swallowing and Ear ache",None,t
394,"Bad breath, Bad taste in mouth, Dizziness and Headache",None,t
395,"Bad breath, Bad taste in mouth, Drainage or pus and Fruity odor on breath",None,t
396,"Bad breath, Bad taste in mouth, Excessive sweating and Fatigue",None,t
397,"Bad breath, Bad taste in mouth, Frequent urge to urinate and Frequent urination",None,t
398,"Bad breath, Bad taste in mouth, Nasal congestion and Pain or discomfort",None,t
399,"Bad breath, Bad taste in mouth, Spots on tonsils and Strange smell or taste",None,t
400,"Bad breath, Bad taste in mouth, Swollen tonsils and Thick saliva",None,t
401,"Bad breath, Bald spots (hair), Bloating or fullness and Body aches or pains",None,t
402,"Bad breath, Belching, Cloudy urine with strong odor and Crying during sleep",None,t
403,"Bad breath, Bitter almond odor on breath, Dry mouth and Fruity odor on breath",None,t
404,"Bad breath, Blackouts (memory time loss), Delusions and Depressed mood",None,t
405,"Bad breath, Bleeding gums, Drooling and Snoring",None,t
406,"Bad breath, Bleeding gums, Gum sores and Pain or discomfort",None,t
407,"Bad breath, Bleeding, Bleeding gums and Coated or furry tongue",None,t
408,"Bad breath, Blurred vision, Coated or furry tongue and Decreased taste",None,t
409,"Bad breath, Blurred vision, Cough and Damaged teeth enamel",None,t
410,"Bad breath, Body aches or pains, Chills and Clicking or popping sound from jaw",None,t
411,"Bad breath, Change in vision, Depressed mood and Dry mouth",None,t
412,"Bad breath, Clicking or popping sound from jaw, Dry mouth and Grooved tongue",None,t
413,"Bad breath, Coated or furry tongue, Drooling and Excessive mouth watering",None,t
414,"Bad breath, Confusion, Depressed mood and Difficulty concentrating",None,t
415,"Bad breath, Cough, Lump or bulge and Mouth sores",None,t
416,"Bad breath, Decreased appetite, Difficulty sleeping and Drooling",None,t
417,"Bad breath, Decreased appetite, Drooling and Fever",None,t
418,"Bad breath, Difficulty breathing through nose, Headache and Nasal congestion",None,t
419,"Bad breath, Drooling and Excessive mouth watering",None,t
420,"Bad breath, Drooling, Gum sores and Mouth sores",None,t
421,"Bad breath, Dry mouth and Metallic taste in mouth",None,t
422,"Bad breath, Dry mouth, Grooved tongue and Pain or discomfort",None,t
423,"Bad breath, Enlarged glands and Pain",None,t
424,"Bad breath, Gum sores, Mouth sores and Numbness or tingling",None,t
425,"Bad breath, Hot and dry skin",None,t
426,"Bad breath, Spots on tonsils and White patches inside mouth",None,t
427,Bad taste in mouth and Cough,None,t
428,Bad taste in mouth and Diarrhea,None,t
429,Bad taste in mouth and Difficulty sleeping,None,t
430,Bad taste in mouth and Dry mouth,None,t
431,Bad taste in mouth and Enlarged glands,None,t
432,Bad taste in mouth and Excessive mouth watering,None,t
433,Bad taste in mouth and Fatigue,None,t
434,Bad taste in mouth and Fever,None,t
435,Bad taste in mouth and Frequent urination,None,t
436,Bad taste in mouth and Fruity odor on breath,None,t
437,Bad taste in mouth and Headache,None,t
438,Bad taste in mouth and Increased thirst,None,t
439,Bad taste in mouth and Mouth sores,None,t
440,Bad taste in mouth and Muscle twitching (painless),None,t
441,Bad taste in mouth and Nausea or vomiting,None,t
442,Bad taste in mouth and Pain,None,t
443,Bad taste in mouth and Smooth tongue,None,t
444,Bad taste in mouth and Sore throat,None,t
445,Bad taste in mouth and Sore tongue,None,t
446,Bad taste in mouth and Strange smell or taste,None,t
447,Bad taste in mouth and Swollen tongue,None,t
448,Bad taste in mouth and Thick saliva,None,t
449,Bad taste in mouth and Upset stomach,None,t
450,Bad taste in mouth and White patches on tongue,None,t
451,"Bad taste in mouth, Almond odor breath, Fruity odor on breath, Metallic taste",None,t
452,"Bad taste in mouth, Almond odor breath, Hoarse voice and Increased thirst",None,t
453,"Bad taste in mouth, Almond odor breath, Metallic taste, Taste of acid in mouth",None,t
454,"Bad taste in mouth, Belching and Bloating",None,t
455,"Bad taste in mouth, Belching, Bloating and Constipation",None,t
456,"Bad taste in mouth, Belching, Bloating and Diarrhea",None,t
457,"Bad taste in mouth, Belching, Bloating and Upset stomach",None,t
458,"Bad taste in mouth, Belching, Bloating or fullness and Heartburn",None,t
459,"Bad taste in mouth, Belching, Bloating or fullness and Nausea or vomiting",None,t
460,"Bad taste in mouth, Belching, Diarrhea and Foul smelling stools",None,t
461,"Bad taste in mouth, Belching, Diarrhea and Increased passing gas",None,t
